id,userid,itemid,finalgrade,timemodified
1835,1676,36,12.8,1710115200
1836,1704,36,45.2,1710115200
1837,1709,36,12.2,1710115200
1838,1715,36,49.9,1709510400
1839,1716,36,31.8,1709942400
1840,1727,36,43.2,1710115200
1841,1731,36,12.9,1710028800
1842,1753,36,17.4,1709942400
1843,1802,36,37.8,1709769600
1844,1806,36,44.6,1710028800
1845,1813,36,42.6,1709942400
1846,1852,36,24.7,1709510400
1847,1862,36,11.8,1709856000
1848,1870,36,31.3,1709856000
1849,1903,36,56.2,1709769600
1850,1905,36,14.6,1709596800
1851,1910,36,36.4,1709942400
1852,1920,36,16.1,1710028800
1853,1934,36,53.8,1709856000
1854,1950,36,13.5,1709856000
1855,1951,36,33.1,1709510400
1856,1959,36,33.8,1709769600
1857,1961,36,51.0,1709596800
1858,1965,36,76.3,1710028800
1859,1967,36,23.5,1709683200
1860,1979,36,30.3,1709769600
1861,1992,36,50.5,1709942400
1862,1999,36,40.9,1710115200
1863,8,37,76.9,1709863200
1864,12,37,25.5,1709690400
1865,19,37,46.8,1709690400
1866,24,37,24.8,1710036000
1867,34,37,100.0,1709776800
1868,43,37,53.7,1710208800
1869,45,37,33.9,1709776800
1870,53,37,51.5,1709690400
1871,55,37,15.9,1709604000
1872,58,37,70.9,1709949600
1873,80,37,22.1,1710122400
1874,83,37,66.6,1710122400
1875,96,37,44.8,1709863200
1876,101,37,15.1,1709949600
1877,113,37,61.9,1709776800
1878,118,37,58.0,1709949600
1879,132,37,42.0,1709949600
1880,135,37,57.7,1709690400
1881,151,37,35.7,1709690400
1882,179,37,4.6,1709863200
1883,194,37,31.3,1709604000
1884,208,37,68.6,1709690400
1885,214,37,46.8,1709863200
1886,223,37,40.6,1709863200
1887,224,37,19.6,1709949600
1888,233,37,22.5,1709863200
1889,241,37,64.4,1709863200
1890,252,37,35.1,1709776800
1891,257,37,32.7,1710036000
1892,275,37,35.6,1710122400
1893,295,37,52.5,1709949600
1894,297,37,28.3,1709776800
1895,298,37,37.0,1710208800
1896,300,37,59.3,1710208800
1897,301,37,27.4,1710122400
1898,305,37,19.4,1710036000
1899,320,37,24.5,1709690400
1900,333,37,38.5,1710036000
1901,345,37,67.0,1710208800
1902,357,37,43.0,1709949600
1903,358,37,53.3,1709604000
1904,359,37,74.5,1709776800
1905,370,37,17.1,1709690400
1906,383,37,56.2,1710036000
1907,386,37,22.1,1710036000
1908,388,37,33.8,1709949600
1909,403,37,24.4,1710122400
1910,406,37,37.8,1710208800
1911,412,37,53.4,1709863200
1912,418,37,46.9,1710122400
1913,420,37,37.1,1710036000
1914,430,37,43.5,1710122400
1915,432,37,29.0,1709776800
1916,439,37,25.1,1709863200
1917,447,37,7.7,1709776800
1918,450,37,50.0,1709949600
1919,452,37,10.0,1709604000
1920,453,37,42.2,1709604000
1921,459,37,26.6,1709690400
1922,460,37,64.2,1709604000
1923,464,37,67.1,1709604000
1924,470,37,56.1,1710036000
1925,501,37,34.5,1709690400
1926,503,37,27.1,1710208800
1927,506,37,37.8,1709776800
1928,528,37,11.9,1710122400
1929,544,37,35.9,1709604000
1930,572,37,42.6,1709776800
1931,599,37,40.0,1709949600
1932,603,37,4.6,1709863200
1933,612,37,45.4,1710122400
1934,617,37,33.6,1709949600
1935,634,37,51.3,1709863200
1936,646,37,16.1,1710122400
1937,657,37,37.0,1709604000
1938,661,37,73.6,1709863200
1939,662,37,17.4,1709690400
1940,665,37,58.0,1709604000
1941,672,37,67.8,1710036000
1942,688,37,0.0,1709690400
1943,713,37,59.5,1709604000
1944,714,37,36.7,1709863200
1945,715,37,30.8,1710122400
1946,749,37,73.6,1710208800
1947,761,37,42.8,1710122400
1948,785,37,10.8,1710208800
1949,789,37,50.8,1710036000
1950,824,37,16.7,1709949600
1951,838,37,15.7,1709690400
1952,854,37,34.0,1709776800
1953,877,37,52.6,1710208800
1954,902,37,43.6,1710036000
1955,914,37,8.1,1709863200
1956,915,37,27.7,1709863200
1957,930,37,46.4,1709776800
1958,935,37,19.1,1709863200
1959,937,37,3.6,1709863200
1960,942,37,59.5,1709863200
1961,976,37,65.6,1710208800
1962,977,37,65.6,1710122400
1963,979,37,74.0,1709776800
1964,982,37,32.2,1710208800
1965,999,37,2.4,1710122400
1966,1010,37,74.0,1709690400
1967,1017,37,47.9,1710208800
1968,1039,37,50.0,1710036000
1969,1048,37,39.0,1710122400
1970,1049,37,14.6,1709604000
1971,1051,37,48.1,1709949600
1972,1057,37,4.1,1709776800
1973,1060,37,62.5,1710036000
1974,1062,37,30.5,1709776800
1975,1066,37,29.9,1709690400
1976,1068,37,49.5,1709776800
1977,1079,37,76.6,1710208800
1978,1086,37,49.2,1710208800
1979,1087,37,59.0,1709949600
1980,1088,37,50.3,1710122400
1981,1092,37,43.2,1710036000
1982,1099,37,2.1,1709690400
1983,1104,37,17.4,1710036000
1984,1109,37,10.8,1710122400
1985,1113,37,36.7,1710122400
1986,1118,37,63.9,1710036000
1987,1129,37,38.1,1709776800
1988,1134,37,85.6,1709863200
1989,1167,37,51.4,1709863200
1990,1188,37,20.8,1709690400
1991,1190,37,54.0,1709949600
1992,1194,37,17.2,1709949600
1993,1200,37,75.1,1710122400
1994,1207,37,45.8,1709690400
1995,1212,37,23.0,1709776800
1996,1238,37,57.8,1710036000
1997,1241,37,6.7,1709949600
1998,1250,37,21.8,1709776800
1999,1258,37,48.4,1710208800
2000,1264,37,28.5,1709604000
2001,1266,37,61.8,1709776800
2002,1271,37,31.1,1709776800
2003,1312,37,25.6,1709949600
2004,1331,37,49.0,1710036000
2005,1339,37,14.0,1709863200
2006,1342,37,45.6,1710208800
2007,1346,37,90.0,1709863200
2008,1347,37,90.0,1709776800
2009,1351,37,40.3,1709604000
2010,1366,37,90.0,1710122400
2011,1377,37,24.7,1710122400
2012,1378,37,5.2,1710036000
2013,1385,37,23.0,1710122400
2014,1400,37,74.9,1709863200
2015,1414,37,17.6,1709949600
2016,1419,37,22.4,1709949600
2017,1430,37,65.6,1710036000
2018,1432,37,74.4,1709776800
2019,1436,37,16.2,1709949600
2020,1439,37,14.1,1710208800
2021,1447,37,11.6,1709604000
2022,1451,37,43.2,1709690400
2023,1454,37,33.4,1709863200
2024,1465,37,66.0,1710122400
2025,1466,37,59.0,1710122400
2026,1471,37,13.1,1709949600
2027,1492,37,60.9,1709863200
2028,1495,37,74.5,1710122400
2029,1500,37,63.3,1709863200
2030,1515,37,7.3,1709604000
2031,1543,37,79.3,1709690400
2032,1550,37,57.7,1709776800
2033,1553,37,48.9,1709776800
2034,1560,37,2.3,1710122400
2035,1580,37,45.8,1709604000
2036,1600,37,55.2,1709690400
2037,1619,37,39.4,1709690400
2038,1626,37,52.6,1709604000
2039,1641,37,41.7,1709604000
2040,1648,37,58.9,1709949600
2041,1651,37,74.8,1709776800
2042,1675,37,37.4,1710122400
2043,1676,37,13.0,1709604000
2044,1700,37,39.2,1710036000
2045,1704,37,24.6,1710122400
2046,1715,37,88.2,1709949600
2047,1716,37,24.4,1709604000
2048,1727,37,74.7,1710122400
2049,1753,37,39.1,1710036000
2050,1758,37,18.0,1710208800
2051,1759,37,20.9,1709690400
2052,1760,37,36.2,1710036000
2053,1777,37,42.1,1710122400
2054,1802,37,40.9,1709690400
2055,1829,37,30.9,1709949600
2056,1862,37,41.4,1709863200
2057,1870,37,47.5,1709690400
2058,1884,37,46.8,1709776800
2059,1903,37,21.7,1709776800
2060,1905,37,35.8,1709604000
2061,1934,37,44.1,1709863200
2062,1954,37,14.6,1710036000
2063,1960,37,45.5,1710208800
2064,1965,37,48.0,1709949600
2065,1979,37,52.2,1710208800
2066,1992,37,42.5,1709776800
2067,6,38,29.2,1709920800
2068,13,38,52.1,1709748000
2069,24,38,14.8,1709834400
2070,32,38,49.4,1709575200
2071,34,38,72.7,1710093600
2072,40,38,38.5,1709748000
2073,43,38,44.4,1709488800
2074,45,38,49.8,1709661600
2075,53,38,28.9,1709834400
2076,55,38,27.4,1710007200
2077,58,38,58.0,1709834400
2078,73,38,16.1,1709834400
2079,80,38,51.6,1709661600
2080,83,38,24.9,1710093600
2081,95,38,63.7,1710007200
2082,113,38,45.2,1709920800
2083,135,38,73.3,1709575200
2084,151,38,40.5,1709661600
2085,178,38,9.7,1709834400
2086,182,38,5.6,1710093600
2087,189,38,58.7,1709834400
2088,194,38,24.2,1709661600
2089,208,38,48.9,1709661600
2090,214,38,33.3,1709834400
2091,223,38,53.9,1710007200
2092,233,38,0.0,1710093600
2093,235,38,14.4,1709488800
2094,252,38,28.3,1710093600
2095,257,38,57.6,1709575200
2096,275,38,56.5,1709748000
2097,295,38,64.4,1710007200
2098,297,38,13.6,1709575200
2099,298,38,42.0,1709661600
2100,300,38,31.3,1710093600
2101,301,38,26.9,1709575200
2102,321,38,32.8,1709834400
2103,333,38,8.2,1710093600
2104,345,38,61.6,1709920800
2105,357,38,23.4,1709575200
2106,358,38,25.9,1709834400
2107,359,38,71.0,1710093600
2108,380,38,72.4,1709488800
2109,383,38,62.1,1709834400
2110,386,38,14.0,1709575200
2111,388,38,9.6,1709920800
2112,390,38,30.8,1710007200
2113,397,38,50.8,1709920800
2114,403,38,78.2,1709834400
2115,406,38,15.0,1709834400
2116,411,38,46.5,1709575200
2117,412,38,77.5,1709575200
2118,432,38,63.0,1709748000
2119,441,38,13.2,1709488800
2120,447,38,35.9,1709748000
2121,452,38,23.3,1709661600
2122,453,38,41.6,1709748000
2123,459,38,78.5,1709661600
2124,460,38,46.8,1709575200
2125,464,38,58.0,1710093600
2126,468,38,42.0,1710007200
2127,470,38,58.0,1709575200
2128,501,38,23.1,1709748000
2129,502,38,47.1,1709575200
2130,503,38,2.4,1709920800
2131,506,38,77.4,1709575200
2132,528,38,10.4,1709748000
2133,554,38,19.3,1709920800
2134,572,38,41.4,1709661600
2135,599,38,32.7,1709661600
2136,612,38,33.6,1709488800
2137,614,38,14.2,1709920800
2138,617,38,27.2,1709834400
2139,631,38,43.0,1710007200
2140,634,38,63.9,1710093600
2141,652,38,0.0,1709575200
2142,655,38,24.1,1709661600
2143,657,38,37.9,1709575200
2144,661,38,42.4,1709661600
2145,665,38,64.4,1709575200
2146,672,38,72.9,1709748000
2147,675,38,57.1,1709920800
2148,688,38,27.8,1709920800
2149,704,38,36.5,1710007200
2150,713,38,53.2,1709748000
2151,750,38,42.7,1709575200
2152,774,38,24.4,1709834400
2153,782,38,2.5,1709488800
2154,789,38,43.1,1709488800
2155,813,38,13.1,1709920800
2156,829,38,22.1,1709920800
2157,857,38,47.7,1710007200
2158,867,38,26.5,1709575200
2159,877,38,86.5,1709661600
2160,902,38,50.7,1709834400
2161,912,38,21.8,1709748000
2162,930,38,63.8,1710007200
2163,935,38,11.7,1709748000
2164,937,38,30.1,1709488800
2165,977,38,66.3,1710007200
2166,979,38,47.2,1709575200
2167,982,38,53.5,1710007200
2168,990,38,43.0,1709575200
2169,999,38,36.6,1709488800
2170,1010,38,59.6,1709661600
2171,1014,38,39.6,1709748000
2172,1017,38,56.2,1709920800
2173,1027,38,42.8,1710093600
2174,1034,38,9.6,1709661600
2175,1039,38,78.4,1709488800
2176,1044,38,29.3,1709661600
2177,1048,38,39.0,1709575200
2178,1049,38,6.1,1709661600
2179,1060,38,47.2,1710093600
2180,1071,38,34.0,1709488800
2181,1079,38,57.5,1709834400
2182,1086,38,58.1,1710093600
2183,1087,38,31.5,1709748000
2184,1088,38,29.2,1709575200
2185,1092,38,71.5,1709834400
2186,1104,38,29.2,1709748000
2187,1109,38,27.1,1709834400
2188,1113,38,56.5,1710093600
2189,1128,38,37.3,1709748000
2190,1129,38,44.9,1709920800
2191,1134,38,40.6,1709920800
2192,1135,38,8.1,1709920800
2193,1144,38,39.3,1709575200
2194,1152,38,21.2,1709834400
2195,1167,38,30.1,1710007200
2196,1169,38,35.1,1710007200
2197,1190,38,49.9,1709661600
2198,1193,38,24.7,1709920800
2199,1194,38,14.3,1709920800
2200,1200,38,43.8,1709661600
2201,1207,38,36.2,1709748000
2202,1212,38,64.5,1709661600
2203,1238,38,61.4,1709575200
2204,1250,38,48.9,1710007200
2205,1257,38,64.4,1709834400
2206,1258,38,62.4,1709920800
2207,1266,38,40.9,1710093600
2208,1306,38,15.2,1710007200
2209,1334,38,18.1,1709748000
2210,1335,38,50.9,1710007200
2211,1336,38,31.5,1709920800
2212,1342,38,27.1,1709488800
2213,1347,38,75.6,1709488800
2214,1351,38,54.2,1709920800
2215,1366,38,82.7,1709834400
2216,1378,38,7.8,1709661600
2217,1400,38,78.4,1710093600
2218,1413,38,52.6,1709920800
2219,1419,38,26.2,1710093600
2220,1420,38,23.0,1709488800
2221,1430,38,62.0,1709748000
2222,1432,38,23.7,1709834400
2223,1436,38,24.6,1710007200
2224,1439,38,14.5,1709661600
2225,1465,38,38.1,1709575200
2226,1469,38,39.7,1709920800
2227,1478,38,13.8,1709575200
2228,1489,38,25.8,1709748000
2229,1492,38,72.2,1709575200
2230,1495,38,75.6,1709661600
2231,1518,38,8.5,1709834400
2232,1543,38,62.5,1709920800
2233,1553,38,61.9,1709920800
2234,1562,38,55.7,1709488800
2235,1564,38,30.4,1709920800
2236,1577,38,30.7,1709661600
2237,1581,38,11.0,1709920800
2238,1600,38,60.8,1709575200
2239,1626,38,28.9,1709488800
2240,1651,38,59.6,1709920800
2241,1655,38,24.5,1709920800
2242,1673,38,37.7,1709488800
2243,1676,38,18.7,1709834400
2244,1704,38,50.2,1709920800
2245,1709,38,27.0,1709748000
2246,1715,38,43.9,1709575200
2247,1720,38,29.5,1709488800
2248,1727,38,77.4,1710093600
2249,1731,38,40.1,1709661600
2250,1744,38,9.6,1709834400
2251,1753,38,32.7,1709661600
2252,1759,38,16.9,1709488800
2253,1777,38,52.9,1710007200
2254,1806,38,18.6,1709920800
2255,1813,38,34.9,1709661600
2256,1854,38,49.0,1709488800
2257,1862,38,16.8,1709575200
2258,1870,38,39.0,1710093600
2259,1884,38,52.8,1710093600
2260,1903,38,57.4,1709920800
2261,1905,38,56.4,1709920800
2262,1950,38,18.6,1709488800
2263,1951,38,26.6,1710093600
2264,1954,38,7.6,1709834400
2265,1959,38,59.6,1710007200
2266,1960,38,72.7,1710093600
2267,1961,38,60.4,1709575200
2268,1965,38,17.3,1709575200
2269,1967,38,27.2,1709661600
2270,1978,38,5.0,1710007200
2271,1979,38,48.5,1709575200
2272,1981,38,2.1,1709920800
2273,1999,38,29.6,1709488800
2274,19,24,51.98,1710129600
2275,34,24,83.89,1710129600
2276,58,24,53.85,1710129600
2277,80,24,34.69,1710129600
2278,113,24,62.07,1710129600
2279,135,24,53.66,1710129600
2280,139,24,65.09,1710129600
2281,151,24,38.29,1710129600
2282,223,24,39.87,1710129600
2283,265,24,19.68,1710129600
2284,300,24,16.41,1710129600
2285,301,24,9.7,1710129600
2286,333,24,66.64,1710129600
2287,358,24,71.05,1710129600
2288,359,24,51.85,1710129600
2289,370,24,21.93,1710129600
2290,383,24,72.96,1710129600
2291,403,24,100.0,1710129600
2292,408,24,26.85,1710129600
2293,411,24,20.08,1710129600
2294,430,24,47.15,1710129600
2295,450,24,72.96,1710129600
2296,460,24,25.67,1710129600
2297,464,24,65.18,1710129600
2298,466,24,74.35,1710129600
2299,612,24,74.32,1710129600
2300,617,24,93.71,1710129600
2301,634,24,61.96,1710129600
2302,661,24,58.27,1710129600
2303,672,24,67.53,1710129600
2304,675,24,49.35,1710129600
2305,713,24,45.01,1710129600
2306,715,24,48.67,1710129600
2307,824,24,47.51,1710129600
2308,930,24,100.0,1710129600
2309,977,24,71.77,1710129600
2310,981,24,31.69,1710129600
2311,1027,24,35.89,1710129600
2312,1039,24,50.14,1710129600
2313,1044,24,58.79,1710129600
2314,1062,24,68.3,1710129600
2315,1068,24,33.82,1710129600
2316,1075,24,24.0,1710129600
2317,1083,24,23.76,1710129600
2318,1104,24,74.63,1710129600
2319,1113,24,68.64,1710129600
2320,1190,24,61.06,1710129600
2321,1238,24,66.09,1710129600
2322,1347,24,54.9,1710129600
2323,1351,24,51.05,1710129600
2324,1366,24,57.94,1710129600
2325,1400,24,58.74,1710129600
2326,1430,24,58.98,1710129600
2327,1432,24,23.62,1710129600
2328,1451,24,28.11,1710129600
2329,1478,24,35.08,1710129600
2330,1492,24,57.84,1710129600
2331,1500,24,71.99,1710129600
2332,1543,24,56.65,1710129600
2333,1550,24,84.85,1710129600
2334,1553,24,66.06,1710129600
2335,1626,24,33.75,1710129600
2336,1648,24,48.77,1710129600
2337,1651,24,61.28,1710129600
2338,1655,24,13.08,1710129600
2339,1673,24,30.09,1710129600
2340,1677,24,67.88,1710129600
2341,1714,24,45.84,1710129600
2342,1715,24,54.65,1710129600
2343,1727,24,57.94,1710129600
2344,1802,24,68.62,1710129600
2345,1884,24,15.32,1710129600
2346,1903,24,57.34,1710129600
2347,1978,24,14.58,1710129600
2348,1979,24,35.38,1710129600
2349,1992,24,48.29,1710129600
2350,13,25,65.28,1710216000
2351,24,25,23.59,1710216000
2352,34,25,56.51,1710216000
2353,43,25,60.38,1710216000
2354,58,25,57.32,1710216000
2355,95,25,61.85,1710216000
2356,113,25,62.61,1710216000
2357,135,25,44.08,1710216000
2358,139,25,51.53,1710216000
2359,194,25,46.11,1710216000
2360,257,25,22.26,1710216000
2361,275,25,39.91,1710216000
2362,298,25,52.08,1710216000
2363,333,25,61.6,1710216000
2364,359,25,61.67,1710216000
2365,370,25,29.19,1710216000
2366,383,25,48.91,1710216000
2367,397,25,64.64,1710216000
2368,403,25,47.41,1710216000
2369,408,25,67.82,1710216000
2370,439,25,49.62,1710216000
2371,459,25,60.67,1710216000
2372,460,25,47.53,1710216000
2373,464,25,70.93,1710216000
2374,466,25,40.58,1710216000
2375,501,25,66.0,1710216000
2376,544,25,38.8,1710216000
2377,617,25,87.16,1710216000
2378,634,25,62.17,1710216000
2379,672,25,47.51,1710216000
2380,675,25,86.19,1710216000
2381,715,25,54.9,1710216000
2382,724,25,21.95,1710216000
2383,749,25,70.9,1710216000
2384,789,25,53.01,1710216000
2385,930,25,89.37,1710216000
2386,935,25,31.15,1710216000
2387,977,25,55.38,1710216000
2388,979,25,59.47,1710216000
2389,982,25,63.28,1710216000
2390,1010,25,52.74,1710216000
2391,1051,25,51.0,1710216000
2392,1060,25,79.18,1710216000
2393,1104,25,14.89,1710216000
2394,1152,25,44.67,1710216000
2395,1167,25,59.92,1710216000
2396,1190,25,58.53,1710216000
2397,1207,25,61.07,1710216000
2398,1212,25,71.01,1710216000
2399,1279,25,20.12,1710216000
2400,1306,25,24.96,1710216000
2401,1331,25,49.67,1710216000
2402,1346,25,37.31,1710216000
2403,1347,25,47.72,1710216000
2404,1366,25,65.9,1710216000
2405,1377,25,74.43,1710216000
2406,1387,25,40.87,1710216000
2407,1400,25,70.0,1710216000
2408,1413,25,61.66,1710216000
2409,1451,25,66.77,1710216000
2410,1466,25,69.96,1710216000
2411,1492,25,55.13,1710216000
2412,1495,25,74.27,1710216000
2413,1543,25,47.64,1710216000
2414,1577,25,32.84,1710216000
2415,1600,25,61.1,1710216000
2416,1648,25,87.71,1710216000
2417,1651,25,68.91,1710216000
2418,1675,25,45.88,1710216000
2419,1715,25,68.98,1710216000
2420,1716,25,81.58,1710216000
2421,1727,25,81.2,1710216000
2422,1777,25,31.52,1710216000
2423,1806,25,32.27,1710216000
2424,1870,25,21.9,1710216000
2425,1905,25,60.3,1710216000
2426,1959,25,31.28,1710216000
2427,1960,25,52.62,1710216000
2428,1965,25,80.54,1710216000
2429,1978,25,29.5,1710216000
2430,1989,25,48.3,1710216000
2431,1992,25,27.86,1710216000
2432,13,26,41.32,1709956800
2433,34,26,74.49,1709956800
2434,53,26,67.81,1709956800
2435,58,26,54.95,1709956800
2436,83,26,39.61,1709956800
2437,95,26,61.22,1709956800
2438,113,26,66.83,1709956800
2439,139,26,51.69,1709956800
2440,151,26,22.94,1709956800
2441,194,26,36.63,1709956800
2442,275,26,0.0,1709956800
2443,298,26,37.01,1709956800
2444,320,26,29.99,1709956800
2445,333,26,61.8,1709956800
2446,358,26,66.11,1709956800
2447,359,26,72.47,1709956800
2448,397,26,31.31,1709956800
2449,408,26,54.48,1709956800
2450,411,26,50.13,1709956800
2451,418,26,66.15,1709956800
2452,430,26,39.84,1709956800
2453,439,26,40.3,1709956800
2454,450,26,42.89,1709956800
2455,453,26,73.06,1709956800
2456,460,26,18.03,1709956800
2457,464,26,70.06,1709956800
2458,466,26,78.75,1709956800
2459,531,26,63.9,1709956800
2460,634,26,52.95,1709956800
2461,672,26,66.45,1709956800
2462,675,26,76.13,1709956800
2463,713,26,46.07,1709956800
2464,715,26,62.66,1709956800
2465,749,26,0.06,1709956800
2466,761,26,73.28,1709956800
2467,789,26,66.78,1709956800
2468,803,26,22.75,1709956800
2469,824,26,59.03,1709956800
2470,902,26,70.41,1709956800
2471,935,26,59.29,1709956800
2472,977,26,68.08,1709956800
2473,979,26,66.57,1709956800
2474,982,26,39.69,1709956800
2475,1010,26,62.19,1709956800
2476,1039,26,48.52,1709956800
2477,1051,26,50.59,1709956800
2478,1060,26,32.9,1709956800
2479,1062,26,71.59,1709956800
2480,1068,26,78.23,1709956800
2481,1092,26,0.0,1709956800
2482,1118,26,77.38,1709956800
2483,1128,26,58.27,1709956800
2484,1129,26,20.88,1709956800
2485,1166,26,4.42,1709956800
2486,1212,26,72.61,1709956800
2487,1238,26,58.37,1709956800
2488,1331,26,28.57,1709956800
2489,1346,26,77.34,1709956800
2490,1347,26,54.94,1709956800
2491,1387,26,68.43,1709956800
2492,1400,26,62.08,1709956800
2493,1413,26,49.63,1709956800
2494,1447,26,0.0,1709956800
2495,1451,26,11.63,1709956800
2496,1466,26,84.67,1709956800
2497,1495,26,67.46,1709956800
2498,1500,26,36.42,1709956800
2499,1543,26,56.04,1709956800
2500,1550,26,50.18,1709956800
2501,1553,26,87.29,1709956800
2502,1562,26,56.34,1709956800
2503,1577,26,58.94,1709956800
2504,1578,26,74.37,1709956800
2505,1607,26,36.55,1709956800
2506,1648,26,17.85,1709956800
2507,1651,26,65.39,1709956800
2508,1655,26,43.0,1709956800
2509,1676,26,50.2,1709956800
2510,1677,26,43.34,1709956800
2511,1777,26,43.8,1709956800
2512,1802,26,9.18,1709956800
2513,1806,26,96.6,1709956800
2514,1870,26,27.27,1709956800
2515,1884,26,46.29,1709956800
2516,1934,26,73.03,1709956800
2517,1965,26,38.39,1709956800
2518,1967,26,64.06,1709956800
2519,1979,26,43.9,1709956800
2520,13,27,74.49,1710388800
2521,58,27,80.26,1710388800
2522,80,27,37.81,1710388800
2523,113,27,57.64,1710388800
2524,139,27,45.89,1710388800
2525,151,27,83.8,1710388800
2526,194,27,61.97,1710388800
2527,223,27,58.46,1710388800
2528,275,27,64.1,1710388800
2529,300,27,14.63,1710388800
2530,333,27,38.08,1710388800
2531,359,27,66.73,1710388800
2532,397,27,51.61,1710388800
2533,403,27,61.25,1710388800
2534,412,27,36.31,1710388800
2535,439,27,40.21,1710388800
2536,447,27,5.44,1710388800
2537,450,27,25.63,1710388800
2538,459,27,69.87,1710388800
2539,460,27,95.47,1710388800
2540,464,27,64.09,1710388800
2541,466,27,40.82,1710388800
2542,531,27,47.24,1710388800
2543,612,27,54.63,1710388800
2544,617,27,66.73,1710388800
2545,634,27,61.83,1710388800
2546,661,27,50.79,1710388800
2547,665,27,66.18,1710388800
2548,675,27,57.67,1710388800
2549,713,27,86.75,1710388800
2550,715,27,37.8,1710388800
2551,749,27,47.6,1710388800
2552,774,27,26.96,1710388800
2553,877,27,56.17,1710388800
2554,902,27,63.0,1710388800
2555,977,27,65.74,1710388800
2556,990,27,14.98,1710388800
2557,1010,27,56.03,1710388800
2558,1039,27,51.57,1710388800
2559,1087,27,42.3,1710388800
2560,1104,27,29.72,1710388800
2561,1128,27,30.25,1710388800
2562,1169,27,38.03,1710388800
2563,1212,27,80.21,1710388800
2564,1266,27,29.82,1710388800
2565,1331,27,56.47,1710388800
2566,1347,27,61.98,1710388800
2567,1366,27,70.0,1710388800
2568,1377,27,74.6,1710388800
2569,1387,27,55.25,1710388800
2570,1400,27,58.99,1710388800
2571,1413,27,24.24,1710388800
2572,1430,27,60.76,1710388800
2573,1453,27,19.32,1710388800
2574,1466,27,28.29,1710388800
2575,1487,27,38.32,1710388800
2576,1495,27,58.81,1710388800
2577,1500,27,45.9,1710388800
2578,1553,27,40.18,1710388800
2579,1626,27,42.82,1710388800
2580,1641,27,62.36,1710388800
2581,1677,27,14.1,1710388800
2582,1715,27,57.38,1710388800
2583,1716,27,53.78,1710388800
2584,1720,27,37.53,1710388800
2585,1727,27,64.43,1710388800
2586,1806,27,33.15,1710388800
2587,1960,27,66.56,1710388800
2588,1992,27,67.81,1710388800
2589,1999,27,29.07,1710388800
2590,13,28,46.52,1710302400
2591,34,28,60.66,1710302400
2592,43,28,49.86,1710302400
2593,58,28,64.01,1710302400
2594,80,28,26.78,1710302400
2595,83,28,34.05,1710302400
2596,95,28,62.59,1710302400
2597,113,28,67.9,1710302400
2598,135,28,82.31,1710302400
2599,194,28,52.49,1710302400
2600,265,28,20.49,1710302400
2601,295,28,46.92,1710302400
2602,298,28,44.53,1710302400
2603,300,28,39.69,1710302400
2604,333,28,51.82,1710302400
2605,358,28,26.93,1710302400
2606,359,28,64.07,1710302400
2607,397,28,90.01,1710302400
2608,403,28,59.84,1710302400
2609,412,28,40.61,1710302400
2610,418,28,27.98,1710302400
2611,430,28,40.19,1710302400
2612,439,28,62.12,1710302400
2613,460,28,3.96,1710302400
2614,464,28,73.59,1710302400
2615,466,28,8.6,1710302400
2616,501,28,34.32,1710302400
2617,591,28,22.78,1710302400
2618,612,28,46.75,1710302400
2619,617,28,43.87,1710302400
2620,634,28,59.73,1710302400
2621,661,28,69.79,1710302400
2622,675,28,52.45,1710302400
2623,692,28,37.06,1710302400
2624,761,28,66.32,1710302400
2625,774,28,28.44,1710302400
2626,824,28,12.57,1710302400
2627,838,28,17.57,1710302400
2628,877,28,58.45,1710302400
2629,902,28,70.15,1710302400
2630,977,28,72.29,1710302400
2631,979,28,37.09,1710302400
2632,1039,28,72.63,1710302400
2633,1048,28,50.82,1710302400
2634,1051,28,31.46,1710302400
2635,1060,28,48.35,1710302400
2636,1062,28,13.6,1710302400
2637,1079,28,90.5,1710302400
2638,1087,28,68.34,1710302400
2639,1088,28,49.79,1710302400
2640,1104,28,46.16,1710302400
2641,1129,28,9.59,1710302400
2642,1190,28,58.65,1710302400
2643,1194,28,27.71,1710302400
2644,1207,28,21.23,1710302400
2645,1212,28,82.73,1710302400
2646,1258,28,68.6,1710302400
2647,1266,28,0.0,1710302400
2648,1320,28,43.23,1710302400
2649,1336,28,52.58,1710302400
2650,1346,28,61.92,1710302400
2651,1347,28,52.62,1710302400
2652,1366,28,72.1,1710302400
2653,1387,28,91.15,1710302400
2654,1400,28,69.31,1710302400
2655,1413,28,49.48,1710302400
2656,1419,28,10.0,1710302400
2657,1430,28,73.5,1710302400
2658,1492,28,74.7,1710302400
2659,1495,28,46.68,1710302400
2660,1500,28,24.23,1710302400
2661,1553,28,79.49,1710302400
2662,1577,28,28.88,1710302400
2663,1578,28,42.04,1710302400
2664,1648,28,63.12,1710302400
2665,1651,28,57.99,1710302400
2666,1706,28,28.96,1710302400
2667,1709,28,49.17,1710302400
2668,1715,28,62.47,1710302400
2669,1758,28,4.5,1710302400
2670,1905,28,53.16,1710302400
2671,1934,28,74.15,1710302400
2672,1960,28,90.25,1710302400
2673,1965,28,48.83,1710302400
2674,1979,28,41.45,1710302400
2675,1992,28,21.47,1710302400
2676,1999,28,77.83,1710302400
2677,19,29,77.23,1710216000
2678,34,29,67.76,1710216000
2679,83,29,83.22,1710216000
2680,95,29,71.1,1710216000
