id,userid,itemid,finalgrade,timemodified,source
1767,1049,36,12.2,1709942400,teacher
1768,1051,36,36.2,1709769600,teacher
1769,1057,36,15.8,1710115200,teacher
1770,1060,36,41.3,1709942400,teacher
1771,1062,36,34.7,1710028800,teacher
1772,1068,36,42.8,1709510400,teacher
1773,1075,36,29.4,1710115200,teacher
1774,1079,36,40.7,1709769600,teacher
1775,1087,36,39.6,1709769600,teacher
1776,1088,36,53.2,1709942400,teacher
1777,1092,36,47.9,1709769600,teacher
1778,1104,36,71.0,1710115200,teacher
1779,1113,36,38.9,1710028800,teacher
1780,1118,36,28.0,1709769600,teacher
1781,1120,36,14.8,1709510400,teacher
1782,1129,36,53.3,1709769600,teacher
1783,1190,36,24.0,1709942400,teacher
1784,1194,36,28.6,1710115200,teacher
1785,1207,36,41.1,1709683200,teacher
1786,1212,36,46.0,1710028800,teacher
1787,1223,36,10.7,1709942400,teacher
1788,1238,36,66.6,1709769600,teacher
1789,1250,36,9.3,1709683200,teacher
1790,1258,36,30.4,1709683200,teacher
1791,1264,36,34.6,1709856000,teacher
1792,1266,36,32.0,1709683200,teacher
1793,1306,36,31.1,1709856000,teacher
1794,1331,36,43.9,1710115200,teacher
1795,1339,36,13.8,1709596800,teacher
1796,1342,36,46.4,1709510400,teacher
1797,1347,36,57.2,1709683200,teacher
1798,1366,36,68.4,1710028800,teacher
1799,1377,36,49.6,1709596800,teacher
1800,1378,36,5.0,1709769600,teacher
1801,1385,36,16.8,1710028800,teacher
1802,1398,36,18.3,1710115200,teacher
1803,1414,36,19.2,1709856000,teacher
1804,1419,36,21.5,1709596800,teacher
1805,1430,36,93.9,1709769600,teacher
1806,1439,36,18.1,1710028800,teacher
1807,1466,36,63.2,1710028800,teacher
1808,1469,36,59.2,1710115200,teacher
1809,1471,36,37.3,1709510400,teacher
1810,1487,36,35.3,1709942400,teacher
1811,1492,36,44.7,1709683200,teacher
1812,1495,36,72.6,1710115200,teacher
1813,1515,36,38.6,1709942400,teacher
1814,1518,36,2.0,1709769600,teacher
1815,1543,36,59.2,1709856000,teacher
1816,1550,36,65.5,1709683200,teacher
1817,1553,36,81.9,1709596800,teacher
1818,1561,36,22.2,1710115200,teacher
1819,1562,36,19.9,1709683200,teacher
1820,1563,36,19.6,1709856000,teacher
1821,1564,36,17.0,1709596800,teacher
1822,1577,36,39.8,1709683200,teacher
1823,1578,36,44.9,1709510400,teacher
1824,1581,36,5.7,1709769600,teacher
1825,1600,36,66.1,1710115200,teacher
1826,1607,36,30.8,1710115200,teacher
1827,1626,36,19.4,1709510400,teacher
1828,1632,36,11.2,1710115200,teacher
1829,1641,36,32.1,1709769600,teacher
1830,1648,36,62.7,1709683200,teacher
1831,1649,36,29.9,1710115200,teacher
1832,1651,36,60.1,1709683200,teacher
1833,1655,36,27.7,1709769600,teacher
1834,1675,36,26.1,1709942400,teacher
1835,1676,36,12.8,1710115200,teacher
1836,1704,36,45.2,1710115200,teacher
1837,1709,36,12.2,1710115200,teacher
1838,1715,36,49.9,1709510400,teacher
1839,1716,36,31.8,1709942400,teacher
1840,1727,36,43.2,1710115200,teacher
1841,1731,36,12.9,1710028800,teacher
1842,1753,36,17.4,1709942400,teacher
1843,1802,36,37.8,1709769600,teacher
1844,1806,36,44.6,1710028800,teacher
1845,1813,36,42.6,1709942400,teacher
1846,1852,36,24.7,1709510400,teacher
1847,1862,36,11.8,1709856000,teacher
1848,1870,36,31.3,1709856000,teacher
1849,1903,36,56.2,1709769600,teacher
1850,1905,36,14.6,1709596800,teacher
1851,1910,36,36.4,1709942400,teacher
1852,1920,36,16.1,1710028800,teacher
1853,1934,36,53.8,1709856000,teacher
1854,1950,36,13.5,1709856000,teacher
1855,1951,36,33.1,1709510400,teacher
1856,1959,36,33.8,1709769600,teacher
1857,1961,36,51.0,1709596800,teacher
1858,1965,36,76.3,1710028800,teacher
1859,1967,36,23.5,1709683200,teacher
1860,1979,36,30.3,1709769600,teacher
1861,1992,36,50.5,1709942400,teacher
1862,1999,36,40.9,1710115200,teacher
1863,8,37,76.9,1709863200,teacher
1864,12,37,25.5,1709690400,teacher
1865,19,37,46.8,1709690400,teacher
1866,24,37,24.8,1710036000,teacher
1867,34,37,100.0,1709776800,teacher
1868,43,37,53.7,1710208800,teacher
1869,45,37,33.9,1709776800,teacher
1870,53,37,51.5,1709690400,teacher
1871,55,37,15.9,1709604000,teacher
1872,58,37,70.9,1709949600,teacher
1873,80,37,22.1,1710122400,teacher
1874,83,37,66.6,1710122400,teacher
1875,96,37,44.8,1709863200,teacher
1876,101,37,15.1,1709949600,teacher
1877,113,37,61.9,1709776800,teacher
1878,118,37,58.0,1709949600,teacher
1879,132,37,42.0,1709949600,teacher
1880,135,37,57.7,1709690400,teacher
1881,151,37,35.7,1709690400,teacher
1882,179,37,4.6,1709863200,teacher
1883,194,37,31.3,1709604000,teacher
1884,208,37,68.6,1709690400,teacher
1885,214,37,46.8,1709863200,teacher
1886,223,37,40.6,1709863200,teacher
1887,224,37,19.6,1709949600,teacher
1888,233,37,22.5,1709863200,teacher
1889,241,37,64.4,1709863200,teacher
1890,252,37,35.1,1709776800,teacher
1891,257,37,32.7,1710036000,teacher
1892,275,37,35.6,1710122400,teacher
1893,295,37,52.5,1709949600,teacher
1894,297,37,28.3,1709776800,teacher
1895,298,37,37.0,1710208800,teacher
1896,300,37,59.3,1710208800,teacher
1897,301,37,27.4,1710122400,teacher
1898,305,37,19.4,1710036000,teacher
1899,320,37,24.5,1709690400,teacher
1900,333,37,38.5,1710036000,teacher
1901,345,37,67.0,1710208800,teacher
1902,357,37,43.0,1709949600,teacher
1903,358,37,53.3,1709604000,teacher
1904,359,37,74.5,1709776800,teacher
1905,370,37,17.1,1709690400,teacher
1906,383,37,56.2,1710036000,teacher
1907,386,37,22.1,1710036000,teacher
1908,388,37,33.8,1709949600,teacher
1909,403,37,24.4,1710122400,teacher
1910,406,37,37.8,1710208800,teacher
1911,412,37,53.4,1709863200,teacher
1912,418,37,46.9,1710122400,teacher
1913,420,37,37.1,1710036000,teacher
1914,430,37,43.5,1710122400,teacher
1915,432,37,29.0,1709776800,teacher
1916,439,37,25.1,1709863200,teacher
1917,447,37,7.7,1709776800,teacher
1918,450,37,50.0,1709949600,teacher
1919,452,37,10.0,1709604000,teacher
1920,453,37,42.2,1709604000,teacher
1921,459,37,26.6,1709690400,teacher
1922,460,37,64.2,1709604000,teacher
1923,464,37,67.1,1709604000,teacher
1924,470,37,56.1,1710036000,teacher
1925,501,37,34.5,1709690400,teacher
1926,503,37,27.1,1710208800,teacher
1927,506,37,37.8,1709776800,teacher
1928,528,37,11.9,1710122400,teacher
1929,544,37,35.9,1709604000,teacher
1930,572,37,42.6,1709776800,teacher
1931,599,37,40.0,1709949600,teacher
1932,603,37,4.6,1709863200,teacher
1933,612,37,45.4,1710122400,teacher
1934,617,37,33.6,1709949600,teacher
1935,634,37,51.3,1709863200,teacher
1936,646,37,16.1,1710122400,teacher
1937,657,37,37.0,1709604000,teacher
1938,661,37,73.6,1709863200,teacher
1939,662,37,17.4,1709690400,teacher
1940,665,37,58.0,1709604000,teacher
1941,672,37,67.8,1710036000,teacher
1942,688,37,0.0,1709690400,teacher
1943,713,37,59.5,1709604000,teacher
1944,714,37,36.7,1709863200,teacher
1945,715,37,30.8,1710122400,teacher
1946,749,37,73.6,1710208800,teacher
1947,761,37,42.8,1710122400,teacher
1948,785,37,10.8,1710208800,teacher
1949,789,37,50.8,1710036000,teacher
1950,824,37,16.7,1709949600,teacher
1951,838,37,15.7,1709690400,teacher
1952,854,37,34.0,1709776800,teacher
1953,877,37,52.6,1710208800,teacher
1954,902,37,43.6,1710036000,teacher
1955,914,37,8.1,1709863200,teacher
1956,915,37,27.7,1709863200,teacher
1957,930,37,46.4,1709776800,teacher
1958,935,37,19.1,1709863200,teacher
1959,937,37,3.6,1709863200,teacher
1960,942,37,59.5,1709863200,teacher
1961,976,37,65.6,1710208800,teacher
1962,977,37,65.6,1710122400,teacher
1963,979,37,74.0,1709776800,teacher
1964,982,37,32.2,1710208800,teacher
1965,999,37,2.4,1710122400,teacher
1966,1010,37,74.0,1709690400,teacher
1967,1017,37,47.9,1710208800,teacher
1968,1039,37,50.0,1710036000,teacher
1969,1048,37,39.0,1710122400,teacher
1970,1049,37,14.6,1709604000,teacher
1971,1051,37,48.1,1709949600,teacher
1972,1057,37,4.1,1709776800,teacher
1973,1060,37,62.5,1710036000,teacher
1974,1062,37,30.5,1709776800,teacher
1975,1066,37,29.9,1709690400,teacher
1976,1068,37,49.5,1709776800,teacher
1977,1079,37,76.6,1710208800,teacher
1978,1086,37,49.2,1710208800,teacher
1979,1087,37,59.0,1709949600,teacher
1980,1088,37,50.3,1710122400,teacher
1981,1092,37,43.2,1710036000,teacher
1982,1099,37,2.1,1709690400,teacher
1983,1104,37,17.4,1710036000,teacher
1984,1109,37,10.8,1710122400,teacher
1985,1113,37,36.7,1710122400,teacher
1986,1118,37,63.9,1710036000,teacher
1987,1129,37,38.1,1709776800,teacher
1988,1134,37,85.6,1709863200,teacher
1989,1167,37,51.4,1709863200,teacher
1990,1188,37,20.8,1709690400,teacher
1991,1190,37,54.0,1709949600,teacher
1992,1194,37,17.2,1709949600,teacher
1993,1200,37,75.1,1710122400,teacher
1994,1207,37,45.8,1709690400,teacher
1995,1212,37,23.0,1709776800,teacher
1996,1238,37,57.8,1710036000,teacher
1997,1241,37,6.7,1709949600,teacher
1998,1250,37,21.8,1709776800,teacher
1999,1258,37,48.4,1710208800,teacher
2000,1264,37,28.5,1709604000,teacher
2001,1266,37,61.8,1709776800,teacher
2002,1271,37,31.1,1709776800,teacher
2003,1312,37,25.6,1709949600,teacher
2004,1331,37,49.0,1710036000,teacher
2005,1339,37,14.0,1709863200,teacher
2006,1342,37,45.6,1710208800,teacher
2007,1346,37,90.0,1709863200,teacher
2008,1347,37,90.0,1709776800,teacher
2009,1351,37,40.3,1709604000,teacher
2010,1366,37,90.0,1710122400,teacher
2011,1377,37,24.7,1710122400,teacher
2012,1378,37,5.2,1710036000,teacher
2013,1385,37,23.0,1710122400,teacher
2014,1400,37,74.9,1709863200,teacher
2015,1414,37,17.6,1709949600,teacher
2016,1419,37,22.4,1709949600,teacher
2017,1430,37,65.6,1710036000,teacher
2018,1432,37,74.4,1709776800,teacher
2019,1436,37,16.2,1709949600,teacher
2020,1439,37,14.1,1710208800,teacher
2021,1447,37,11.6,1709604000,teacher
2022,1451,37,43.2,1709690400,teacher
2023,1454,37,33.4,1709863200,teacher
2024,1465,37,66.0,1710122400,teacher
2025,1466,37,59.0,1710122400,teacher
2026,1471,37,13.1,1709949600,teacher
2027,1492,37,60.9,1709863200,teacher
2028,1495,37,74.5,1710122400,teacher
2029,1500,37,63.3,1709863200,teacher
2030,1515,37,7.3,1709604000,teacher
2031,1543,37,79.3,1709690400,teacher
2032,1550,37,57.7,1709776800,teacher
2033,1553,37,48.9,1709776800,teacher
2034,1560,37,2.3,1710122400,teacher
2035,1580,37,45.8,1709604000,teacher
2036,1600,37,55.2,1709690400,teacher
2037,1619,37,39.4,1709690400,teacher
2038,1626,37,52.6,1709604000,teacher
2039,1641,37,41.7,1709604000,teacher
2040,1648,37,58.9,1709949600,teacher
2041,1651,37,74.8,1709776800,teacher
2042,1675,37,37.4,1710122400,teacher
2043,1676,37,13.0,1709604000,teacher
2044,1700,37,39.2,1710036000,teacher
2045,1704,37,24.6,1710122400,teacher
2046,1715,37,88.2,1709949600,teacher
2047,1716,37,24.4,1709604000,teacher
2048,1727,37,74.7,1710122400,teacher
2049,1753,37,39.1,1710036000,teacher
2050,1758,37,18.0,1710208800,teacher
2051,1759,37,20.9,1709690400,teacher
2052,1760,37,36.2,1710036000,teacher
2053,1777,37,42.1,1710122400,teacher
2054,1802,37,40.9,1709690400,teacher
2055,1829,37,30.9,1709949600,teacher
2056,1862,37,41.4,1709863200,teacher
2057,1870,37,47.5,1709690400,teacher
2058,1884,37,46.8,1709776800,teacher
2059,1903,37,21.7,1709776800,teacher
2060,1905,37,35.8,1709604000,teacher
2061,1934,37,44.1,1709863200,teacher
2062,1954,37,14.6,1710036000,teacher
2063,1960,37,45.5,1710208800,teacher
2064,1965,37,48.0,1709949600,teacher
2065,1979,37,52.2,1710208800,teacher
2066,1992,37,42.5,1709776800,teacher
2067,6,38,29.2,1709920800,teacher
2068,13,38,52.1,1709748000,teacher
2069,24,38,14.8,1709834400,teacher
2070,32,38,49.4,1709575200,teacher
2071,34,38,72.7,1710093600,teacher
2072,40,38,38.5,1709748000,teacher
2073,43,38,44.4,1709488800,teacher
2074,45,38,49.8,1709661600,teacher
2075,53,38,28.9,1709834400,teacher
2076,55,38,27.4,1710007200,teacher
2077,58,38,58.0,1709834400,teacher
2078,73,38,16.1,1709834400,teacher
2079,80,38,51.6,1709661600,teacher
2080,83,38,24.9,1710093600,teacher
2081,95,38,63.7,1710007200,teacher
2082,113,38,45.2,1709920800,teacher
2083,135,38,73.3,1709575200,teacher
2084,151,38,40.5,1709661600,teacher
2085,178,38,9.7,1709834400,teacher
2086,182,38,5.6,1710093600,teacher
2087,189,38,58.7,1709834400,teacher
2088,194,38,24.2,1709661600,teacher
2089,208,38,48.9,1709661600,teacher
2090,214,38,33.3,1709834400,teacher
2091,223,38,53.9,1710007200,teacher
2092,233,38,0.0,1710093600,teacher
2093,235,38,14.4,1709488800,teacher
2094,252,38,28.3,1710093600,teacher
2095,257,38,57.6,1709575200,teacher
2096,275,38,56.5,1709748000,teacher
2097,295,38,64.4,1710007200,teacher
2098,297,38,13.6,1709575200,teacher
2099,298,38,42.0,1709661600,teacher
2100,300,38,31.3,1710093600,teacher
2101,301,38,26.9,1709575200,teacher
2102,321,38,32.8,1709834400,teacher
2103,333,38,8.2,1710093600,teacher
2104,345,38,61.6,1709920800,teacher
2105,357,38,23.4,1709575200,teacher
2106,358,38,25.9,1709834400,teacher
2107,359,38,71.0,1710093600,teacher
2108,380,38,72.4,1709488800,teacher
2109,383,38,62.1,1709834400,teacher
2110,386,38,14.0,1709575200,teacher
2111,388,38,9.6,1709920800,teacher
2112,390,38,30.8,1710007200,teacher
2113,397,38,50.8,1709920800,teacher
2114,403,38,78.2,1709834400,teacher
2115,406,38,15.0,1709834400,teacher
2116,411,38,46.5,1709575200,teacher
2117,412,38,77.5,1709575200,teacher
2118,432,38,63.0,1709748000,teacher
2119,441,38,13.2,1709488800,teacher
2120,447,38,35.9,1709748000,teacher
2121,452,38,23.3,1709661600,teacher
2122,453,38,41.6,1709748000,teacher
2123,459,38,78.5,1709661600,teacher
2124,460,38,46.8,1709575200,teacher
2125,464,38,58.0,1710093600,teacher
2126,468,38,42.0,1710007200,teacher
2127,470,38,58.0,1709575200,teacher
2128,501,38,23.1,1709748000,teacher
2129,502,38,47.1,1709575200,teacher
2130,503,38,2.4,1709920800,teacher
2131,506,38,77.4,1709575200,teacher
2132,528,38,10.4,1709748000,teacher
2133,554,38,19.3,1709920800,teacher
2134,572,38,41.4,1709661600,teacher
2135,599,38,32.7,1709661600,teacher
2136,612,38,33.6,1709488800,teacher
2137,614,38,14.2,1709920800,teacher
2138,617,38,27.2,1709834400,teacher
2139,631,38,43.0,1710007200,teacher
2140,634,38,63.9,1710093600,teacher
2141,652,38,0.0,1709575200,teacher
2142,655,38,24.1,1709661600,teacher
2143,657,38,37.9,1709575200,teacher
2144,661,38,42.4,1709661600,teacher
2145,665,38,64.4,1709575200,teacher
2146,672,38,72.9,1709748000,teacher
2147,675,38,57.1,1709920800,teacher
2148,688,38,27.8,1709920800,teacher
2149,704,38,36.5,1710007200,teacher
2150,713,38,53.2,1709748000,teacher
2151,750,38,42.7,1709575200,teacher
2152,774,38,24.4,1709834400,teacher
2153,782,38,2.5,1709488800,teacher
2154,789,38,43.1,1709488800,teacher
2155,813,38,13.1,1709920800,teacher
2156,829,38,22.1,1709920800,teacher
2157,857,38,47.7,1710007200,teacher
2158,867,38,26.5,1709575200,teacher
2159,877,38,86.5,1709661600,teacher
2160,902,38,50.7,1709834400,teacher
2161,912,38,21.8,1709748000,teacher
2162,930,38,63.8,1710007200,teacher
2163,935,38,11.7,1709748000,teacher
2164,937,38,30.1,1709488800,teacher
2165,977,38,66.3,1710007200,teacher
2166,979,38,47.2,1709575200,teacher
2167,982,38,53.5,1710007200,teacher
2168,990,38,43.0,1709575200,teacher
2169,999,38,36.6,1709488800,teacher
2170,1010,38,59.6,1709661600,teacher
2171,1014,38,39.6,1709748000,teacher
2172,1017,38,56.2,1709920800,teacher
2173,1027,38,42.8,1710093600,teacher
2174,1034,38,9.6,1709661600,teacher
2175,1039,38,78.4,1709488800,teacher
2176,1044,38,29.3,1709661600,teacher
2177,1048,38,39.0,1709575200,teacher
2178,1049,38,6.1,1709661600,teacher
2179,1060,38,47.2,1710093600,teacher
2180,1071,38,34.0,1709488800,teacher
2181,1079,38,57.5,1709834400,teacher
2182,1086,38,58.1,1710093600,teacher
2183,1087,38,31.5,1709748000,teacher
2184,1088,38,29.2,1709575200,teacher
2185,1092,38,71.5,1709834400,teacher
2186,1104,38,29.2,1709748000,teacher
2187,1109,38,27.1,1709834400,teacher
2188,1113,38,56.5,1710093600,teacher
2189,1128,38,37.3,1709748000,teacher
2190,1129,38,44.9,1709920800,teacher
2191,1134,38,40.6,1709920800,teacher
2192,1135,38,8.1,1709920800,teacher
2193,1144,38,39.3,1709575200,teacher
2194,1152,38,21.2,1709834400,teacher
2195,1167,38,30.1,1710007200,teacher
2196,1169,38,35.1,1710007200,teacher
2197,1190,38,49.9,1709661600,teacher
2198,1193,38,24.7,1709920800,teacher
2199,1194,38,14.3,1709920800,teacher
2200,1200,38,43.8,1709661600,teacher
2201,1207,38,36.2,1709748000,teacher
2202,1212,38,64.5,1709661600,teacher
2203,1238,38,61.4,1709575200,teacher
2204,1250,38,48.9,1710007200,teacher
2205,1257,38,64.4,1709834400,teacher
2206,1258,38,62.4,1709920800,teacher
2207,1266,38,40.9,1710093600,teacher
2208,1306,38,15.2,1710007200,teacher
2209,1334,38,18.1,1709748000,teacher
2210,1335,38,50.9,1710007200,teacher
2211,1336,38,31.5,1709920800,teacher
2212,1342,38,27.1,1709488800,teacher
2213,1347,38,75.6,1709488800,teacher
2214,1351,38,54.2,1709920800,teacher
2215,1366,38,82.7,1709834400,teacher
2216,1378,38,7.8,1709661600,teacher
2217,1400,38,78.4,1710093600,teacher
2218,1413,38,52.6,1709920800,teacher
2219,1419,38,26.2,1710093600,teacher
2220,1420,38,23.0,1709488800,teacher
2221,1430,38,62.0,1709748000,teacher
2222,1432,38,23.7,1709834400,teacher
2223,1436,38,24.6,1710007200,teacher
2224,1439,38,14.5,1709661600,teacher
2225,1465,38,38.1,1709575200,teacher
2226,1469,38,39.7,1709920800,teacher
2227,1478,38,13.8,1709575200,teacher
2228,1489,38,25.8,1709748000,teacher
2229,1492,38,72.2,1709575200,teacher
2230,1495,38,75.6,1709661600,teacher
2231,1518,38,8.5,1709834400,teacher
2232,1543,38,62.5,1709920800,teacher
2233,1553,38,61.9,1709920800,teacher
2234,1562,38,55.7,1709488800,teacher
2235,1564,38,30.4,1709920800,teacher
2236,1577,38,30.7,1709661600,teacher
2237,1581,38,11.0,1709920800,teacher
2238,1600,38,60.8,1709575200,teacher
2239,1626,38,28.9,1709488800,teacher
2240,1651,38,59.6,1709920800,teacher
2241,1655,38,24.5,1709920800,teacher
2242,1673,38,37.7,1709488800,teacher
2243,1676,38,18.7,1709834400,teacher
2244,1704,38,50.2,1709920800,teacher
2245,1709,38,27.0,1709748000,teacher
2246,1715,38,43.9,1709575200,teacher
2247,1720,38,29.5,1709488800,teacher
2248,1727,38,77.4,1710093600,teacher
2249,1731,38,40.1,1709661600,teacher
2250,1744,38,9.6,1709834400,teacher
2251,1753,38,32.7,1709661600,teacher
2252,1759,38,16.9,1709488800,teacher
2253,1777,38,52.9,1710007200,teacher
2254,1806,38,18.6,1709920800,teacher
2255,1813,38,34.9,1709661600,teacher
2256,1854,38,49.0,1709488800,teacher
2257,1862,38,16.8,1709575200,teacher
2258,1870,38,39.0,1710093600,teacher
2259,1884,38,52.8,1710093600,teacher
2260,1903,38,57.4,1709920800,teacher
2261,1905,38,56.4,1709920800,teacher
2262,1950,38,18.6,1709488800,teacher
2263,1951,38,26.6,1710093600,teacher
2264,1954,38,7.6,1709834400,teacher
2265,1959,38,59.6,1710007200,teacher
2266,1960,38,72.7,1710093600,teacher
2267,1961,38,60.4,1709575200,teacher
2268,1965,38,17.3,1709575200,teacher
2269,1967,38,27.2,1709661600,teacher
2270,1978,38,5.0,1710007200,teacher
2271,1979,38,48.5,1709575200,teacher
2272,1981,38,2.1,1709920800,teacher
2273,1999,38,29.6,1709488800,teacher
2274,19,24,51.98,1710129600,teacher
2275,34,24,83.89,1710129600,teacher
2276,58,24,53.85,1710129600,teacher
2277,80,24,34.69,1710129600,teacher
2278,113,24,62.07,1710129600,teacher
2279,135,24,53.66,1710129600,teacher
2280,139,24,65.09,1710129600,teacher
2281,151,24,38.29,1710129600,teacher
2282,223,24,39.87,1710129600,teacher
2283,265,24,19.68,1710129600,teacher
2284,300,24,16.41,1710129600,teacher
2285,301,24,9.7,1710129600,teacher
2286,333,24,66.64,1710129600,teacher
2287,358,24,71.05,1710129600,teacher
2288,359,24,51.85,1710129600,teacher
2289,370,24,21.93,1710129600,teacher
2290,383,24,72.96,1710129600,teacher
2291,403,24,100.0,1710129600,teacher
2292,408,24,26.85,1710129600,teacher
2293,411,24,20.08,1710129600,teacher
2294,430,24,47.15,1710129600,teacher
2295,450,24,72.96,1710129600,teacher
2296,460,24,25.67,1710129600,teacher
2297,464,24,65.18,1710129600,teacher
2298,466,24,74.35,1710129600,teacher
2299,612,24,74.32,1710129600,teacher
2300,617,24,93.71,1710129600,teacher
2301,634,24,61.96,1710129600,teacher
2302,661,24,58.27,1710129600,teacher
2303,672,24,67.53,1710129600,teacher
2304,675,24,49.35,1710129600,teacher
2305,713,24,45.01,1710129600,teacher
2306,715,24,48.67,1710129600,teacher
2307,824,24,47.51,1710129600,teacher
2308,930,24,100.0,1710129600,teacher
2309,977,24,71.77,1710129600,teacher
2310,981,24,31.69,1710129600,teacher
2311,1027,24,35.89,1710129600,teacher
2312,1039,24,50.14,1710129600,teacher
2313,1044,24,58.79,1710129600,teacher
2314,1062,24,68.3,1710129600,teacher
2315,1068,24,33.82,1710129600,teacher
2316,1075,24,24.0,1710129600,teacher
2317,1083,24,23.76,1710129600,teacher
2318,1104,24,74.63,1710129600,teacher
2319,1113,24,68.64,1710129600,teacher
2320,1190,24,61.06,1710129600,teacher
2321,1238,24,66.09,1710129600,teacher
2322,1347,24,54.9,1710129600,teacher
2323,1351,24,51.05,1710129600,teacher
2324,1366,24,57.94,1710129600,teacher
2325,1400,24,58.74,1710129600,teacher
2326,1430,24,58.98,1710129600,teacher
2327,1432,24,23.62,1710129600,teacher
2328,1451,24,28.11,1710129600,teacher
2329,1478,24,35.08,1710129600,teacher
2330,1492,24,57.84,1710129600,teacher
2331,1500,24,71.99,1710129600,teacher
2332,1543,24,56.65,1710129600,teacher
2333,1550,24,84.85,1710129600,teacher
2334,1553,24,66.06,1710129600,teacher
2335,1626,24,33.75,1710129600,teacher
2336,1648,24,48.77,1710129600,teacher
2337,1651,24,61.28,1710129600,teacher
2338,1655,24,13.08,1710129600,teacher
2339,1673,24,30.09,1710129600,teacher
2340,1677,24,67.88,1710129600,teacher
2341,1714,24,45.84,1710129600,teacher
2342,1715,24,54.65,1710129600,teacher
2343,1727,24,57.94,1710129600,teacher
2344,1802,24,68.62,1710129600,teacher
2345,1884,24,15.32,1710129600,teacher
2346,1903,24,57.34,1710129600,teacher
2347,1978,24,14.58,1710129600,teacher
2348,1979,24,35.38,1710129600,teacher
2349,1992,24,48.29,1710129600,teacher
2350,13,25,65.28,1710216000,teacher
2351,24,25,23.59,1710216000,teacher
2352,34,25,56.51,1710216000,teacher
2353,43,25,60.38,1710216000,teacher
2354,58,25,57.32,1710216000,teacher
2355,95,25,61.85,1710216000,teacher
2356,113,25,62.61,1710216000,teacher
2357,135,25,44.08,1710216000,teacher
2358,139,25,51.53,1710216000,teacher
2359,194,25,46.11,1710216000,teacher
2360,257,25,22.26,1710216000,teacher
2361,275,25,39.91,1710216000,teacher
2362,298,25,52.08,1710216000,teacher
2363,333,25,61.6,1710216000,teacher
2364,359,25,61.67,1710216000,teacher
2365,370,25,29.19,1710216000,teacher
2366,383,25,48.91,1710216000,teacher
2367,397,25,64.64,1710216000,teacher
2368,403,25,47.41,1710216000,teacher
2369,408,25,67.82,1710216000,teacher
2370,439,25,49.62,1710216000,teacher
2371,459,25,60.67,1710216000,teacher
2372,460,25,47.53,1710216000,teacher
2373,464,25,70.93,1710216000,teacher
2374,466,25,40.58,1710216000,teacher
2375,501,25,66.0,1710216000,teacher
2376,544,25,38.8,1710216000,teacher
2377,617,25,87.16,1710216000,teacher
2378,634,25,62.17,1710216000,teacher
2379,672,25,47.51,1710216000,teacher
2380,675,25,86.19,1710216000,teacher
2381,715,25,54.9,1710216000,teacher
2382,724,25,21.95,1710216000,teacher
2383,749,25,70.9,1710216000,teacher
2384,789,25,53.01,1710216000,teacher
2385,930,25,89.37,1710216000,teacher
2386,935,25,31.15,1710216000,teacher
2387,977,25,55.38,1710216000,teacher
2388,979,25,59.47,1710216000,teacher
2389,982,25,63.28,1710216000,teacher
2390,1010,25,52.74,1710216000,teacher
2391,1051,25,51.0,1710216000,teacher
2392,1060,25,79.18,1710216000,teacher
2393,1104,25,14.89,1710216000,teacher
2394,1152,25,44.67,1710216000,teacher
2395,1167,25,59.92,1710216000,teacher
2396,1190,25,58.53,1710216000,teacher
2397,1207,25,61.07,1710216000,teacher
2398,1212,25,71.01,1710216000,teacher
2399,1279,25,20.12,1710216000,teacher
2400,1306,25,24.96,1710216000,teacher
2401,1331,25,49.67,1710216000,teacher
2402,1346,25,37.31,1710216000,teacher
2403,1347,25,47.72,1710216000,teacher
2404,1366,25,65.9,1710216000,teacher
2405,1377,25,74.43,1710216000,teacher
2406,1387,25,40.87,1710216000,teacher
2407,1400,25,70.0,1710216000,teacher
2408,1413,25,61.66,1710216000,teacher
2409,1451,25,66.77,1710216000,teacher
2410,1466,25,69.96,1710216000,teacher
2411,1492,25,55.13,1710216000,teacher
2412,1495,25,74.27,1710216000,teacher
2413,1543,25,47.64,1710216000,teacher
2414,1577,25,32.84,1710216000,teacher
2415,1600,25,61.1,1710216000,teacher
2416,1648,25,87.71,1710216000,teacher
2417,1651,25,68.91,1710216000,teacher
2418,1675,25,45.88,1710216000,teacher
2419,1715,25,68.98,1710216000,teacher
2420,1716,25,81.58,1710216000,teacher
2421,1727,25,81.2,1710216000,teacher
2422,1777,25,31.52,1710216000,teacher
2423,1806,25,32.27,1710216000,teacher
2424,1870,25,21.9,1710216000,teacher
2425,1905,25,60.3,1710216000,teacher
2426,1959,25,31.28,1710216000,teacher
2427,1960,25,52.62,1710216000,teacher
2428,1965,25,80.54,1710216000,teacher
2429,1978,25,29.5,1710216000,teacher
2430,1989,25,48.3,1710216000,teacher
2431,1992,25,27.86,1710216000,teacher
2432,13,26,41.32,1709956800,teacher
2433,34,26,74.49,1709956800,teacher
2434,53,26,67.81,1709956800,teacher
2435,58,26,54.95,1709956800,teacher
2436,83,26,39.61,1709956800,teacher
2437,95,26,61.22,1709956800,teacher
2438,113,26,66.83,1709956800,teacher
2439,139,26,51.69,1709956800,teacher
2440,151,26,22.94,1709956800,teacher
2441,194,26,36.63,1709956800,teacher
2442,275,26,0.0,1709956800,teacher
2443,298,26,37.01,1709956800,teacher
2444,320,26,29.99,1709956800,teacher
2445,333,26,61.8,1709956800,teacher
