id,quiz,userid,uniqueid,timestart,timefinish,sumgrades,state,duration_minutes
1190,5,1543,1190,1709301350,1709301600,75.8,finished,4.16
1191,5,1550,1191,1709301308,1709301600,64.5,finished,4.87
1192,5,1553,1192,1709301428,1709301600,66.1,finished,2.86
1193,5,1560,1193,1709301315,1709301600,6.4,finished,4.74
1194,5,1561,1194,1709301390,1709301600,32.0,finished,3.49
1195,5,1562,1195,1709301370,1709301600,36.4,finished,3.82
1196,5,1564,1196,1709301421,1709301600,7.7,finished,2.98
1197,5,1577,1197,1709301395,1709301600,45.6,finished,3.4
1198,5,1581,1198,1709301363,1709301600,6.6,finished,3.94
1199,5,1593,1199,1709301523,1709301600,34.7,finished,1.28
1200,5,1600,1200,1709301409,1709301600,64.5,finished,3.18
1201,5,1619,1201,1709301490,1709301600,25.5,finished,1.82
1202,5,1626,1202,1709301407,1709301600,44.7,finished,3.21
1203,5,1641,1203,1709301507,1709301600,42.8,finished,1.54
1204,5,1648,1204,1709301446,1709301600,32.5,finished,2.55
1205,5,1651,1205,1709301478,1709301600,55.0,finished,2.03
1206,5,1673,1206,1709301334,1709301600,26.9,finished,4.43
1207,5,1675,1207,1709301317,1709301600,33.8,finished,4.71
1208,5,1699,1208,1709301371,1709301600,12.8,finished,3.8
1209,5,1700,1209,1709301410,1709301600,48.8,finished,3.17
1210,5,1702,1210,1709301340,1709301600,18.1,finished,4.32
1211,5,1704,1211,1709301331,1709301600,52.2,finished,4.47
1212,5,1706,1212,1709301300,1709301600,29.5,finished,4.99
1213,5,1709,1213,1709301477,1709301600,12.4,finished,2.04
1214,5,1714,1214,1709301373,1709301600,2.4,finished,3.78
1215,5,1715,1215,1709301460,1709301600,45.5,finished,2.33
1216,5,1720,1216,1709301443,1709301600,36.3,finished,2.6
1217,5,1727,1217,1709301536,1709301600,60.2,finished,1.05
1218,5,1737,1218,1709301367,1709301600,44.3,finished,3.88
1219,5,1753,1219,1709301394,1709301600,18.6,finished,3.43
1220,5,1758,1220,1709301451,1709301600,12.7,finished,2.47
1221,5,1759,1221,1709301308,1709301600,22.5,finished,4.87
1222,5,1767,1222,1709301525,1709301600,25.3,finished,1.25
1223,5,1802,1223,1709301482,1709301600,35.6,finished,1.95
1224,5,1806,1224,1709301494,1709301600,52.2,finished,1.77
1225,5,1813,1225,1709301465,1709301600,40.5,finished,2.24
1226,5,1829,1226,1709301399,1709301600,17.5,finished,3.34
1227,5,1863,1227,1709301353,1709301600,18.4,finished,4.1
1228,5,1867,1228,1709301468,1709301600,20.9,finished,2.2
1229,5,1870,1229,1709301479,1709301600,64.1,finished,2.0
1230,5,1884,1230,1709301436,1709301600,50.7,finished,2.72
1231,5,1903,1231,1709301372,1709301600,28.3,finished,3.79
1232,5,1905,1232,1709301380,1709301600,39.2,finished,3.67
1233,5,1920,1233,1709301468,1709301600,15.7,finished,2.19
1234,5,1934,1234,1709301342,1709301600,47.2,finished,4.29
1235,5,1954,1235,1709301447,1709301600,9.9,finished,2.54
1236,5,1959,1236,1709301378,1709301600,40.5,finished,3.69
1237,5,1960,1237,1709301460,1709301600,54.1,finished,2.33
1238,5,1961,1238,1709301499,1709301600,75.5,finished,1.68
1239,5,1965,1239,1709301498,1709301600,38.7,finished,1.69
1240,5,1978,1240,1709301456,1709301600,21.0,finished,2.4
1241,5,1979,1241,1709301449,1709301600,30.0,finished,2.51
1242,5,1989,1242,1709301314,1709301600,7.5,finished,4.75
1243,5,1992,1243,1709301395,1709301600,56.7,finished,3.41
1244,5,1999,1244,1709301309,1709301600,57.8,finished,4.84
1245,6,6,1245,1709251084,1709251200,20.3,finished,1.93
1246,6,8,1246,1709250944,1709251200,52.4,finished,4.26
1247,6,13,1247,1709251067,1709251200,60.0,finished,2.21
1248,6,19,1248,1709251006,1709251200,44.9,finished,3.23
1249,6,34,1249,1709251128,1709251200,52.5,finished,1.2
1250,6,40,1250,1709251070,1709251200,40.0,finished,2.15
1251,6,43,1251,1709251103,1709251200,30.7,finished,1.61
1252,6,45,1252,1709251017,1709251200,15.4,finished,3.05
1253,6,55,1253,1709251004,1709251200,33.4,finished,3.27
1254,6,58,1254,1709251051,1709251200,85.9,finished,2.47
1255,6,73,1255,1709250925,1709251200,24.4,finished,4.58
1256,6,80,1256,1709251009,1709251200,49.6,finished,3.17
1257,6,83,1257,1709251024,1709251200,25.1,finished,2.93
1258,6,95,1258,1709250902,1709251200,75.3,finished,4.96
1259,6,96,1259,1709251130,1709251200,32.4,finished,1.17
1260,6,113,1260,1709251032,1709251200,66.6,finished,2.79
1261,6,116,1261,1709251131,1709251200,32.3,finished,1.14
1262,6,132,1262,1709251019,1709251200,28.2,finished,3.01
1263,6,135,1263,1709250973,1709251200,60.1,finished,3.78
1264,6,139,1264,1709250911,1709251200,53.5,finished,4.8
1265,6,151,1265,1709251132,1709251200,48.4,finished,1.13
1266,6,178,1266,1709251025,1709251200,44.8,finished,2.9
1267,6,179,1267,1709251024,1709251200,37.7,finished,2.92
1268,6,182,1268,1709250991,1709251200,7.3,finished,3.48
1269,6,186,1269,1709251102,1709251200,44.9,finished,1.63
1270,6,189,1270,1709251077,1709251200,44.0,finished,2.03
1271,6,202,1271,1709250920,1709251200,13.5,finished,4.65
1272,6,208,1272,1709251101,1709251200,36.8,finished,1.64
1273,6,214,1273,1709251040,1709251200,30.2,finished,2.65
1274,6,223,1274,1709251008,1709251200,70.4,finished,3.18
1275,6,233,1275,1709250993,1709251200,25.8,finished,3.44
1276,6,235,1276,1709251086,1709251200,18.5,finished,1.89
1277,6,241,1277,1709251009,1709251200,25.3,finished,3.17
1278,6,246,1278,1709251052,1709251200,20.1,finished,2.47
1279,6,252,1279,1709250943,1709251200,29.5,finished,4.28
1280,6,257,1280,1709251002,1709251200,42.7,finished,3.29
1281,6,265,1281,1709250952,1709251200,21.5,finished,4.13
1282,6,275,1282,1709251135,1709251200,25.7,finished,1.08
1283,6,279,1283,1709251065,1709251200,16.0,finished,2.25
1284,6,295,1284,1709251011,1709251200,44.8,finished,3.15
1285,6,298,1285,1709251103,1709251200,48.8,finished,1.61
1286,6,300,1286,1709250989,1709251200,45.4,finished,3.5
1287,6,301,1287,1709251070,1709251200,32.1,finished,2.16
1288,6,320,1288,1709251105,1709251200,11.2,finished,1.57
1289,6,321,1289,1709251015,1709251200,28.7,finished,3.08
1290,6,333,1290,1709251134,1709251200,15.4,finished,1.09
1291,6,334,1291,1709251062,1709251200,14.4,finished,2.28
1292,6,340,1292,1709250958,1709251200,44.3,finished,4.03
1293,6,345,1293,1709251014,1709251200,49.7,finished,3.1
1294,6,358,1294,1709251017,1709251200,51.6,finished,3.04
1295,6,359,1295,1709251136,1709251200,43.6,finished,1.06
1296,6,370,1296,1709250987,1709251200,36.0,finished,3.54
1297,6,380,1297,1709250962,1709251200,25.7,finished,3.96
1298,6,382,1298,1709251062,1709251200,16.2,finished,2.29
1299,6,402,1299,1709251066,1709251200,8.6,finished,2.22
1300,6,405,1300,1709251032,1709251200,17.8,finished,2.8
1301,6,408,1301,1709250943,1709251200,31.6,finished,4.28
1302,6,411,1302,1709250950,1709251200,32.8,finished,4.16
1303,6,412,1303,1709251037,1709251200,44.5,finished,2.7
1304,6,418,1304,1709250972,1709251200,22.6,finished,3.8
1305,6,432,1305,1709251133,1709251200,17.0,finished,1.1
1306,6,439,1306,1709251077,1709251200,26.0,finished,2.04
1307,6,447,1307,1709251037,1709251200,46.2,finished,2.72
1308,6,450,1308,1709251003,1709251200,44.6,finished,3.27
1309,6,452,1309,1709251064,1709251200,7.8,finished,2.25
1310,6,453,1310,1709250955,1709251200,26.8,finished,4.07
1311,6,459,1311,1709251107,1709251200,66.3,finished,1.54
1312,6,464,1312,1709251104,1709251200,71.1,finished,1.59
1313,6,466,1313,1709251045,1709251200,25.5,finished,2.57
1314,6,468,1314,1709251011,1709251200,28.5,finished,3.14
1315,6,470,1315,1709250982,1709251200,84.2,finished,3.62
1316,6,501,1316,1709250964,1709251200,43.4,finished,3.92
1317,6,502,1317,1709250922,1709251200,27.9,finished,4.62
1318,6,503,1318,1709251014,1709251200,7.2,finished,3.09
1319,6,521,1319,1709251018,1709251200,1.2,finished,3.02
1320,6,528,1320,1709250915,1709251200,5.9,finished,4.73
1321,6,531,1321,1709250998,1709251200,24.3,finished,3.37
1322,6,544,1322,1709250970,1709251200,29.8,finished,3.83
1323,6,554,1323,1709251060,1709251200,4.4,finished,2.32
1324,6,572,1324,1709250942,1709251200,35.6,finished,4.3
1325,6,577,1325,1709251115,1709251200,40.2,finished,1.41
1326,6,599,1326,1709250921,1709251200,25.5,finished,4.65
1327,6,603,1327,1709251057,1709251200,18.3,finished,2.38
1328,6,612,1328,1709251132,1709251200,55.6,finished,1.12
1329,6,614,1329,1709250913,1709251200,12.0,finished,4.78
1330,6,617,1330,1709251112,1709251200,48.4,finished,1.45
1331,6,631,1331,1709251116,1709251200,16.4,finished,1.38
1332,6,634,1332,1709251055,1709251200,68.7,finished,2.42
1333,6,640,1333,1709251119,1709251200,33.7,finished,1.34
1334,6,646,1334,1709251046,1709251200,21.2,finished,2.56
1335,6,655,1335,1709250963,1709251200,20.7,finished,3.94
1336,6,661,1336,1709250971,1709251200,75.0,finished,3.81
1337,6,665,1337,1709251045,1709251200,55.2,finished,2.57
1338,6,668,1338,1709250953,1709251200,14.6,finished,4.11
1339,6,672,1339,1709251006,1709251200,82.7,finished,3.23
1340,6,675,1340,1709250916,1709251200,69.6,finished,4.72
1341,6,688,1341,1709251040,1709251200,29.4,finished,2.65
1342,6,695,1342,1709250990,1709251200,36.7,finished,3.5
1343,6,704,1343,1709250964,1709251200,12.2,finished,3.92
1344,6,711,1344,1709250947,1709251200,7.9,finished,4.21
1345,6,714,1345,1709251074,1709251200,17.5,finished,2.08
1346,6,724,1346,1709251089,1709251200,11.0,finished,1.85
1347,6,749,1347,1709250970,1709251200,34.9,finished,3.83
1348,6,750,1348,1709250945,1709251200,50.5,finished,4.24
1349,6,758,1349,1709251022,1709251200,25.6,finished,2.95
1350,6,761,1350,1709251051,1709251200,50.4,finished,2.47
1351,6,774,1351,1709250924,1709251200,11.7,finished,4.59
1352,6,785,1352,1709251076,1709251200,9.6,finished,2.05
1353,6,789,1353,1709251116,1709251200,83.6,finished,1.38
1354,6,803,1354,1709251086,1709251200,25.0,finished,1.89
1355,6,824,1355,1709251007,1709251200,65.9,finished,3.21
1356,6,854,1356,1709250970,1709251200,30.6,finished,3.82
1357,6,857,1357,1709251138,1709251200,50.0,finished,1.03
1358,6,858,1358,1709250920,1709251200,29.4,finished,4.66
1359,6,863,1359,1709250902,1709251200,39.6,finished,4.95
1360,6,867,1360,1709251098,1709251200,5.4,finished,1.69
1361,6,877,1361,1709250999,1709251200,81.3,finished,3.35
1362,6,902,1362,1709251001,1709251200,70.2,finished,3.3
1363,6,913,1363,1709250913,1709251200,11.3,finished,4.77
1364,6,914,1364,1709250921,1709251200,11.9,finished,4.63
1365,6,930,1365,1709250947,1709251200,40.5,finished,4.22
1366,6,935,1366,1709251097,1709251200,57.2,finished,1.72
1367,6,937,1367,1709251121,1709251200,27.6,finished,1.31
1368,6,942,1368,1709250977,1709251200,39.0,finished,3.71
1369,6,965,1369,1709251049,1709251200,19.9,finished,2.5
1370,6,967,1370,1709250958,1709251200,21.0,finished,4.03
1371,6,976,1371,1709250957,1709251200,54.8,finished,4.05
1372,6,977,1372,1709250967,1709251200,61.6,finished,3.87
1373,6,979,1373,1709251097,1709251200,74.3,finished,1.71
1374,6,981,1374,1709251075,1709251200,17.0,finished,2.07
1375,6,982,1375,1709250979,1709251200,35.0,finished,3.68
1376,6,990,1376,1709251130,1709251200,54.9,finished,1.15
1377,6,995,1377,1709251024,1709251200,15.0,finished,2.93
1378,6,1007,1378,1709251125,1709251200,20.1,finished,1.24
1379,6,1010,1379,1709251067,1709251200,80.7,finished,2.2
1380,6,1017,1380,1709251123,1709251200,86.5,finished,1.28
1381,6,1027,1381,1709250996,1709251200,19.1,finished,3.39
1382,6,1039,1382,1709250999,1709251200,66.5,finished,3.35
1383,6,1043,1383,1709250922,1709251200,33.3,finished,4.62
1384,6,1044,1384,1709251007,1709251200,43.1,finished,3.22
1385,6,1048,1385,1709251018,1709251200,41.2,finished,3.02
1386,6,1049,1386,1709250915,1709251200,12.2,finished,4.74
1387,6,1051,1387,1709250904,1709251200,36.2,finished,4.93
1388,6,1057,1388,1709250927,1709251200,15.8,finished,4.54
1389,6,1060,1389,1709251048,1709251200,41.3,finished,2.53
1390,6,1062,1390,1709251089,1709251200,34.7,finished,1.85
1391,6,1068,1391,1709250941,1709251200,42.8,finished,4.3
1392,6,1075,1392,1709250968,1709251200,29.4,finished,3.86
1393,6,1079,1393,1709250995,1709251200,40.7,finished,3.42
1394,6,1087,1394,1709251045,1709251200,39.6,finished,2.57
1395,6,1088,1395,1709251066,1709251200,53.2,finished,2.23
1396,6,1092,1396,1709250969,1709251200,47.9,finished,3.85
1397,6,1104,1397,1709251061,1709251200,71.0,finished,2.3
1398,6,1113,1398,1709251043,1709251200,38.9,finished,2.61
1399,6,1114,1399,1709251009,1709251200,24.8,finished,3.18
1400,6,1118,1400,1709251068,1709251200,28.0,finished,2.19
1401,6,1120,1401,1709250946,1709251200,14.8,finished,4.22
1402,6,1129,1402,1709251111,1709251200,53.3,finished,1.48
1403,6,1166,1403,1709251098,1709251200,7.6,finished,1.68
1404,6,1190,1404,1709251060,1709251200,24.0,finished,2.32
1405,6,1194,1405,1709251002,1709251200,28.6,finished,3.29
1406,6,1207,1406,1709250974,1709251200,41.1,finished,3.76
1407,6,1212,1407,1709251105,1709251200,46.0,finished,1.58
1408,6,1223,1408,1709251136,1709251200,10.7,finished,1.06
1409,6,1238,1409,1709251133,1709251200,66.6,finished,1.12
1410,6,1250,1410,1709250938,1709251200,9.3,finished,4.36
1411,6,1257,1411,1709250916,1709251200,49.5,finished,4.72
1412,6,1258,1412,1709250938,1709251200,30.4,finished,4.35
1413,6,1264,1413,1709251105,1709251200,34.6,finished,1.57
1414,6,1266,1414,1709250994,1709251200,32.0,finished,3.42
1415,6,1306,1415,1709251070,1709251200,31.1,finished,2.16
1416,6,1331,1416,1709250906,1709251200,43.9,finished,4.89
1417,6,1334,1417,1709251097,1709251200,14.3,finished,1.7
1418,6,1339,1418,1709251091,1709251200,13.8,finished,1.81
1419,6,1342,1419,1709250914,1709251200,46.4,finished,4.76
1420,6,1347,1420,1709251089,1709251200,57.2,finished,1.85
1421,6,1366,1421,1709251117,1709251200,68.4,finished,1.37
1422,6,1377,1422,1709250956,1709251200,49.6,finished,4.06
1423,6,1378,1423,1709251099,1709251200,5.0,finished,1.67
1424,6,1385,1424,1709250974,1709251200,16.8,finished,3.75
1425,6,1387,1425,1709251048,1709251200,33.8,finished,2.53
1426,6,1398,1426,1709251083,1709251200,18.3,finished,1.95
1427,6,1414,1427,1709251008,1709251200,19.2,finished,3.19
1428,6,1419,1428,1709250942,1709251200,21.5,finished,4.29
1429,6,1430,1429,1709250934,1709251200,93.9,finished,4.43
1430,6,1432,1430,1709250994,1709251200,69.0,finished,3.43
1431,6,1439,1431,1709251009,1709251200,18.1,finished,3.18
1432,6,1440,1432,1709251107,1709251200,24.0,finished,1.53
1433,6,1466,1433,1709251040,1709251200,63.2,finished,2.66
1434,6,1469,1434,1709250931,1709251200,59.2,finished,4.48
1435,6,1471,1435,1709251066,1709251200,37.3,finished,2.23
1436,6,1487,1436,1709250906,1709251200,35.3,finished,4.89
1437,6,1492,1437,1709251000,1709251200,44.7,finished,3.32
1438,6,1495,1438,1709250934,1709251200,72.6,finished,4.43
1439,6,1515,1439,1709251029,1709251200,38.6,finished,2.84
1440,6,1518,1440,1709251084,1709251200,2.0,finished,1.92
1441,6,1543,1441,1709250909,1709251200,59.2,finished,4.84
1442,6,1550,1442,1709250914,1709251200,65.5,finished,4.76
1443,6,1553,1443,1709250924,1709251200,81.9,finished,4.59
1444,6,1561,1444,1709251014,1709251200,22.2,finished,3.1
1445,6,1562,1445,1709250948,1709251200,19.9,finished,4.19
1446,6,1563,1446,1709251030,1709251200,19.6,finished,2.82
1447,6,1564,1447,1709251116,1709251200,17.0,finished,1.38
1448,6,1577,1448,1709251096,1709251200,39.8,finished,1.72
1449,6,1578,1449,1709250906,1709251200,44.9,finished,4.89
1450,6,1581,1450,1709250970,1709251200,5.7,finished,3.82
1451,6,1600,1451,1709250952,1709251200,66.1,finished,4.12
1452,6,1607,1452,1709251022,1709251200,30.8,finished,2.95
1453,6,1626,1453,1709250965,1709251200,19.4,finished,3.91
1454,6,1632,1454,1709250991,1709251200,11.2,finished,3.48
1455,6,1641,1455,1709251114,1709251200,32.1,finished,1.42
1456,6,1648,1456,1709251108,1709251200,62.7,finished,1.52
1457,6,1649,1457,1709251009,1709251200,29.9,finished,3.17
1458,6,1651,1458,1709250975,1709251200,60.1,finished,3.75
1459,6,1655,1459,1709250920,1709251200,27.7,finished,4.67
1460,6,1675,1460,1709251058,1709251200,26.1,finished,2.35
1461,6,1676,1461,1709251136,1709251200,12.8,finished,1.06
1462,6,1699,1462,1709251012,1709251200,32.9,finished,3.13
1463,6,1704,1463,1709250962,1709251200,45.2,finished,3.97
1464,6,1709,1464,1709251119,1709251200,12.2,finished,1.34
1465,6,1715,1465,1709251138,1709251200,49.9,finished,1.03
1466,6,1716,1466,1709251069,1709251200,31.8,finished,2.17
1467,6,1720,1467,1709250976,1709251200,61.0,finished,3.73
1468,6,1727,1468,1709251011,1709251200,43.2,finished,3.15
1469,6,1731,1469,1709251009,1709251200,12.9,finished,3.17
1470,6,1737,1470,1709250949,1709251200,9.3,finished,4.18
1471,6,1753,1471,1709251058,1709251200,17.4,finished,2.35
1472,6,1759,1472,1709251049,1709251200,25.2,finished,2.52
1473,6,1802,1473,1709250981,1709251200,37.8,finished,3.64
1474,6,1806,1474,1709251066,1709251200,44.6,finished,2.23
1475,6,1813,1475,1709251055,1709251200,42.6,finished,2.4
1476,6,1852,1476,1709251016,1709251200,24.7,finished,3.06
1477,6,1862,1477,1709251068,1709251200,11.8,finished,2.2
1478,6,1863,1478,1709251043,1709251200,13.8,finished,2.6
1479,6,1870,1479,1709251097,1709251200,31.3,finished,1.71
1480,6,1903,1480,1709250910,1709251200,56.2,finished,4.83
1481,6,1905,1481,1709251058,1709251200,14.6,finished,2.36
1482,6,1910,1482,1709250998,1709251200,36.4,finished,3.36
1483,6,1920,1483,1709251082,1709251200,16.1,finished,1.96
1484,6,1934,1484,1709251054,1709251200,53.8,finished,2.43
1485,6,1950,1485,1709250943,1709251200,13.5,finished,4.28
1486,6,1951,1486,1709251067,1709251200,33.1,finished,2.21
1487,6,1954,1487,1709251050,1709251200,13.1,finished,2.49
1488,6,1959,1488,1709251037,1709251200,33.8,finished,2.7
1489,6,1961,1489,1709250995,1709251200,51.0,finished,3.4
1490,6,1965,1490,1709251023,1709251200,76.3,finished,2.95
1491,6,1967,1491,1709251075,1709251200,23.5,finished,2.08
1492,6,1979,1492,1709251103,1709251200,30.3,finished,1.6
1493,6,1992,1493,1709251036,1709251200,50.5,finished,2.73
1494,6,1999,1494,1709250972,1709251200,40.9,finished,3.79
1495,7,8,1495,1709344706,1709344800,76.9,finished,1.56
1496,7,12,1496,1709344532,1709344800,25.5,finished,4.46
1497,7,19,1497,1709344702,1709344800,46.8,finished,1.63
1498,7,24,1498,1709344510,1709344800,24.8,finished,4.82
1499,7,32,1499,1709344712,1709344800,38.1,finished,1.46
1500,7,34,1500,1709344724,1709344800,100.0,finished,1.26
1501,7,40,1501,1709344711,1709344800,23.0,finished,1.48
1502,7,43,1502,1709344700,1709344800,53.7,finished,1.66
1503,7,45,1503,1709344715,1709344800,33.9,finished,1.41
1504,7,53,1504,1709344714,1709344800,51.5,finished,1.43
1505,7,55,1505,1709344697,1709344800,15.9,finished,1.7
1506,7,58,1506,1709344730,1709344800,70.9,finished,1.16
1507,7,80,1507,1709344679,1709344800,22.1,finished,2.0
1508,7,83,1508,1709344734,1709344800,66.6,finished,1.09
1509,7,95,1509,1709344639,1709344800,43.2,finished,2.68
1510,7,96,1510,1709344692,1709344800,44.8,finished,1.79
1511,7,101,1511,1709344739,1709344800,15.1,finished,1.01
1512,7,113,1512,1709344529,1709344800,61.9,finished,4.5
1513,7,118,1513,1709344671,1709344800,58.0,finished,2.14
1514,7,132,1514,1709344728,1709344800,42.0,finished,1.19
1515,7,135,1515,1709344696,1709344800,57.7,finished,1.72
1516,7,151,1516,1709344560,1709344800,35.7,finished,3.99
1517,7,179,1517,1709344677,1709344800,4.6,finished,2.03
1518,7,194,1518,1709344542,1709344800,31.3,finished,4.29
1519,7,208,1519,1709344714,1709344800,68.6,finished,1.43
1520,7,214,1520,1709344699,1709344800,46.8,finished,1.68
1521,7,223,1521,1709344538,1709344800,40.6,finished,4.36
1522,7,224,1522,1709344503,1709344800,19.6,finished,4.94
1523,7,233,1523,1709344586,1709344800,22.5,finished,3.55
1524,7,235,1524,1709344678,1709344800,10.0,finished,2.02
1525,7,241,1525,1709344530,1709344800,64.4,finished,4.49
1526,7,246,1526,1709344733,1709344800,2.8,finished,1.11
1527,7,252,1527,1709344682,1709344800,35.1,finished,1.95
1528,7,257,1528,1709344554,1709344800,32.7,finished,4.09
1529,7,275,1529,1709344712,1709344800,35.6,finished,1.45
1530,7,295,1530,1709344684,1709344800,52.5,finished,1.92
1531,7,297,1531,1709344585,1709344800,28.3,finished,3.57
1532,7,298,1532,1709344527,1709344800,37.0,finished,4.54
1533,7,300,1533,1709344648,1709344800,59.3,finished,2.53
1534,7,301,1534,1709344649,1709344800,27.4,finished,2.51
1535,7,305,1535,1709344708,1709344800,19.4,finished,1.52
1536,7,320,1536,1709344618,1709344800,24.5,finished,3.02
1537,7,333,1537,1709344543,1709344800,38.5,finished,4.28
1538,7,345,1538,1709344718,1709344800,67.0,finished,1.36
1539,7,357,1539,1709344641,1709344800,43.0,finished,2.65
1540,7,358,1540,1709344704,1709344800,53.3,finished,1.59
1541,7,359,1541,1709344583,1709344800,74.5,finished,3.61
1542,7,370,1542,1709344686,1709344800,17.1,finished,1.89
1543,7,383,1543,1709344565,1709344800,56.2,finished,3.92
1544,7,386,1544,1709344666,1709344800,22.1,finished,2.22
1545,7,388,1545,1709344570,1709344800,33.8,finished,3.82
1546,7,403,1546,1709344606,1709344800,24.4,finished,3.23
1547,7,406,1547,1709344685,1709344800,37.8,finished,1.91
1548,7,411,1548,1709344636,1709344800,63.5,finished,2.72
1549,7,412,1549,1709344685,1709344800,53.4,finished,1.91
1550,7,418,1550,1709344546,1709344800,46.9,finished,4.22
1551,7,420,1551,1709344530,1709344800,37.1,finished,4.49
1552,7,430,1552,1709344656,1709344800,43.5,finished,2.39
1553,7,432,1553,1709344631,1709344800,29.0,finished,2.8
1554,7,439,1554,1709344732,1709344800,25.1,finished,1.12
1555,7,447,1555,1709344595,1709344800,7.7,finished,3.41
1556,7,450,1556,1709344733,1709344800,50.0,finished,1.11
1557,7,452,1557,1709344667,1709344800,10.0,finished,2.21
1558,7,453,1558,1709344626,1709344800,42.2,finished,2.9
1559,7,459,1559,1709344690,1709344800,26.6,finished,1.82
1560,7,460,1560,1709344535,1709344800,64.2,finished,4.41
1561,7,464,1561,1709344574,1709344800,67.1,finished,3.76
1562,7,466,1562,1709344540,1709344800,42.1,finished,4.33
1563,7,470,1563,1709344718,1709344800,56.1,finished,1.36
1564,7,501,1564,1709344529,1709344800,34.5,finished,4.5
1565,7,503,1565,1709344737,1709344800,27.1,finished,1.04
1566,7,506,1566,1709344633,1709344800,37.8,finished,2.78
1567,7,528,1567,1709344689,1709344800,11.9,finished,1.84
1568,7,531,1568,1709344636,1709344800,33.2,finished,2.72
1569,7,544,1569,1709344642,1709344800,35.9,finished,2.62
1570,7,572,1570,1709344621,1709344800,42.6,finished,2.97
1571,7,591,1571,1709344648,1709344800,17.5,finished,2.52
1572,7,599,1572,1709344609,1709344800,40.0,finished,3.17
1573,7,603,1573,1709344682,1709344800,4.6,finished,1.96
1574,7,612,1574,1709344708,1709344800,45.4,finished,1.53
1575,7,614,1575,1709344542,1709344800,35.6,finished,4.3
1576,7,617,1576,1709344543,1709344800,33.6,finished,4.27
1577,7,634,1577,1709344527,1709344800,51.3,finished,4.54
1578,7,646,1578,1709344703,1709344800,16.1,finished,1.61
1579,7,657,1579,1709344508,1709344800,37.0,finished,4.85
1580,7,661,1580,1709344650,1709344800,73.6,finished,2.5
1581,7,662,1581,1709344724,1709344800,17.4,finished,1.26
1582,7,665,1582,1709344631,1709344800,58.0,finished,2.8
1583,7,672,1583,1709344738,1709344800,67.8,finished,1.03
1584,7,688,1584,1709344692,1709344800,0.0,finished,1.79
1585,7,692,1585,1709344605,1709344800,20.9,finished,3.24
1586,7,695,1586,1709344689,1709344800,17.0,finished,1.84
1587,7,713,1587,1709344711,1709344800,59.5,finished,1.47
1588,7,714,1588,1709344731,1709344800,36.7,finished,1.14
1589,7,715,1589,1709344574,1709344800,30.8,finished,3.76
1590,7,749,1590,1709344651,1709344800,73.6,finished,2.47
1591,7,750,1591,1709344630,1709344800,41.8,finished,2.82
1592,7,761,1592,1709344705,1709344800,42.8,finished,1.57
1593,7,774,1593,1709344569,1709344800,48.7,finished,3.84
1594,7,785,1594,1709344573,1709344800,10.8,finished,3.77
1595,7,789,1595,1709344521,1709344800,50.8,finished,4.64
1596,7,824,1596,1709344513,1709344800,16.7,finished,4.77
1597,7,838,1597,1709344579,1709344800,15.7,finished,3.68
1598,7,854,1598,1709344517,1709344800,34.0,finished,4.71
1599,7,857,1599,1709344505,1709344800,23.5,finished,4.91
1600,7,877,1600,1709344669,1709344800,52.6,finished,2.18
1601,7,902,1601,1709344686,1709344800,43.6,finished,1.9
1602,7,913,1602,1709344639,1709344800,28.9,finished,2.68
1603,7,914,1603,1709344587,1709344800,8.1,finished,3.54
1604,7,915,1604,1709344552,1709344800,27.7,finished,4.12
1605,7,930,1605,1709344645,1709344800,46.4,finished,2.57
1606,7,935,1606,1709344558,1709344800,19.1,finished,4.02
1607,7,937,1607,1709344615,1709344800,3.6,finished,3.08
1608,7,942,1608,1709344573,1709344800,59.5,finished,3.78
1609,7,949,1609,1709344731,1709344800,19.3,finished,1.14
1610,7,965,1610,1709344647,1709344800,32.0,finished,2.54
1611,7,967,1611,1709344510,1709344800,9.5,finished,4.83
1612,7,976,1612,1709344525,1709344800,65.6,finished,4.57
1613,7,977,1613,1709344506,1709344800,65.6,finished,4.89
1614,7,979,1614,1709344647,1709344800,74.0,finished,2.53
1615,7,982,1615,1709344583,1709344800,32.2,finished,3.61
1616,7,999,1616,1709344599,1709344800,2.4,finished,3.35
1617,7,1010,1617,1709344646,1709344800,74.0,finished,2.56
1618,7,1017,1618,1709344566,1709344800,47.9,finished,3.9
1619,7,1027,1619,1709344736,1709344800,16.0,finished,1.06
1620,7,1034,1620,1709344681,1709344800,21.2,finished,1.98
1621,7,1039,1621,1709344592,1709344800,50.0,finished,3.46
1622,7,1043,1622,1709344720,1709344800,35.0,finished,1.33
1623,7,1048,1623,1709344661,1709344800,39.0,finished,2.31
1624,7,1049,1624,1709344514,1709344800,14.6,finished,4.75
1625,7,1051,1625,1709344664,1709344800,48.1,finished,2.26
1626,7,1057,1626,1709344517,1709344800,4.1,finished,4.72
1627,7,1060,1627,1709344566,1709344800,62.5,finished,3.89
1628,7,1062,1628,1709344552,1709344800,30.5,finished,4.12
1629,7,1066,1629,1709344674,1709344800,29.9,finished,2.1
1630,7,1068,1630,1709344618,1709344800,49.5,finished,3.02
1631,7,1071,1631,1709344557,1709344800,6.6,finished,4.05
1632,7,1075,1632,1709344528,1709344800,34.7,finished,4.53
1633,7,1079,1633,1709344593,1709344800,76.6,finished,3.45
